ID,Full Name,Gender,Date of Birth,Checkout Date,Purpose,SOURCE,Overall Experience,NPS RATING,NPS CATEGORY,Feedback,Feedback Category,Rating,Rating Range
1226,Guest 01226,Male,1994-02-05,2021-08-29,Vacation,Search engine,4,6,Detractors,Check-in Process,Staff,Good,3
1227,Guest 01227,Female,1958-03-03,2021-02-11,Vacation,hotel booking sites,2,8,Passives,Room service,Room,Excellent,5
1228,Guest 01228,Male,1955-12-19,2022-02-25,Vacation,Search engine,4,9,Promoters,Room cleanliness,Room,Poor,1
1229,Guest 01229,Female,1976-11-11,2021-02-14,Vacation,Search engine,1,9,Promoters,Food quality,Restaurant,Good,3
1230,Guest 01230,Male,1964-06-20,2020-08-29,Vacation,hotel booking sites,5,7,Passives,Variety of food,Restaurant,Good,3
1231,Guest 01231,Female,1953-02-08,2021-07-29,Other,Organization,4,9,Promoters,Broadband & TV,Facility,Very good,4
1232,Guest 01232,Male,1962-08-25,2020-10-29,Vacation,Internet advertisement,4,8,Passives,Gym,Facility,Average,2
1233,Guest 01233,Female,1955-12-12,2022-08-25,Vacation,hotel booking sites,4,9,Promoters,Staff attitude,Staff,Excellent,5
1234,Guest 01234,Male,1968-09-01,2021-11-23,Function,Search engine,4,9,Promoters,Check-in Process,Staff,Very good,4
1235,Guest 01235,Female,1996-01-02,2020-09-08,Business,Organization,5,7,Passives,Room service,Room,Good,3
1236,Guest 01236,Male,1984-06-13,2022-10-27,Other,Television advertisement,3,4,Detractors,Room cleanliness,Room,Good,3
1237,Guest 01237,Female,1983-07-26,2021-03-06,Vacation,Internet advertisement,1,10,Promoters,Food quality,Restaurant,Very good,4
1238,Guest 01238,Female,2002-08-18,2022-01-23,Function,Organization,2,9,Promoters,Variety of food,Restaurant,Average,2
1239,Guest 01239,Female,1980-12-12,2021-11-10,Business,Organization,4,10,Promoters,Broadband & TV,Facility,Average,2
1240,Guest 01240,Female,1979-12-18,2020-03-29,Other,hotel booking sites,2,9,Promoters,Gym,Facility,Average,2
1241,Guest 01241,Male,1988-07-15,2020-09-03,Vacation,Internet advertisement,4,9,Promoters,Staff attitude,Staff,Very good,4
1242,Guest 01242,Female,1952-05-28,2021-01-23,Business,Organization,5,5,Detractors,Check-in Process,Staff,Very good,4
1243,Guest 01243,Male,1952-09-13,2021-12-30,Business,Organization,5,3,Detractors,Room service,Room,Very good,4
1244,Guest 01244,Female,1988-11-26,2022-03-23,Vacation,hotel booking sites,2,9,Promoters,Room cleanliness,Room,Very good,4
1245,Guest 01245,Female,1964-04-02,2022-04-08,Business,Organization,5,9,Promoters,Food quality,Restaurant,Average,2
1246,Guest 01246,Male,1971-06-19,2020-12-07,Business,Search engine,5,10,Promoters,Variety of food,Restaurant,Average,2
1247,Guest 01247,Male,1959-07-02,2021-06-28,Business,Organization,5,4,Detractors,Broadband & TV,Facility,Excellent,5
1248,Guest 01248,Male,1986-10-19,2021-02-20,Vacation,Word of mouth,1,9,Promoters,Gym,Facility,Average,2
1249,Guest 01249,Male,1951-09-18,2020-02-17,Business,Organization,4,6,Detractors,Staff attitude,Staff,Very good,4
1250,Guest 01250,Male,1988-11-10,2020-05-16,Business,Organization,1,4,Detractors,Check-in Process,Staff,Very good,4
1251,Guest 01251,Female,1968-10-10,2022-10-27,Function,Word of mouth,4,9,Promoters,Room service,Room,Good,3
1252,Guest 01252,Female,1983-12-07,2021-12-05,Vacation,hotel booking sites,5,8,Passives,Room cleanliness,Room,Poor,1
1253,Guest 01253,Male,1965-09-05,2022-03-05,Business,Organization,1,5,Detractors,Food quality,Restaurant,Very good,4
1254,Guest 01254,Female,2002-07-20,2020-04-14,Vacation,Television advertisement,1,9,Promoters,Variety of food,Restaurant,Poor,1
1255,Guest 01255,Male,1963-06-28,2020-07-11,Vacation,hotel booking sites,5,9,Promoters,Broadband & TV,Facility,Very good,4
1256,Guest 01256,Male,1973-07-28,2021-10-02,Vacation,Television advertisement,4,9,Promoters,Gym,Facility,Average,2
1257,Guest 01257,Male,1989-05-10,2021-05-23,Business,Word of mouth,3,3,Detractors,Staff attitude,Staff,Excellent,5
1258,Guest 01258,Male,1988-09-15,2022-09-30,Vacation,Search engine,4,5,Detractors,Check-in Process,Staff,Good,3
1259,Guest 01259,Male,1999-10-30,2020-03-08,Vacation,hotel booking sites,3,7,Passives,Room service,Room,Very good,4
1260,Guest 01260,Male,1999-11-19,2022-12-30,Business,Organization,2,9,Promoters,Room cleanliness,Room,Average,2
1261,Guest 01261,Male,1960-04-02,2022-01-26,Business,Organization,5,9,Promoters,Food quality,Restaurant,Good,3
1262,Guest 01262,Male,1966-11-16,2020-06-24,Business,Organization,2,4,Detractors,Variety of food,Restaurant,Poor,1
1263,Guest 01263,Male,1971-04-03,2020-07-05,Business,Organization,2,6,Detractors,Broadband & TV,Facility,Average,2
1264,Guest 01264,Male,1960-01-07,2020-05-21,Function,Search engine,3,7,Passives,Gym,Facility,Poor,1
1265,Guest 01265,Female,2006-09-26,2020-12-21,Business,Organization,4,9,Promoters,Staff attitude,Staff,Good,3
1266,Guest 01266,Female,1995-04-01,2021-08-23,Business,Organization,4,9,Promoters,Check-in Process,Staff,Good,3
1267,Guest 01267,Female,1970-11-30,2020-09-24,Business,hotel booking sites,3,8,Passives,Room service,Room,Very good,4
1268,Guest 01268,Female,1991-02-28,2021-04-04,Business,Organization,2,5,Detractors,Room cleanliness,Room,Average,2
1269,Guest 01269,Male,1979-04-10,2022-03-29,Function,Word of mouth,1,9,Promoters,Food quality,Restaurant,Poor,1
1270,Guest 01270,Male,1956-01-08,2021-04-16,Business,Organization,4,9,Promoters,Variety of food,Restaurant,Poor,1
1271,Guest 01271,Female,1978-01-23,2020-09-04,Vacation,News paper,5,9,Promoters,Broadband & TV,Facility,Good,3
1272,Guest 01272,Female,1963-04-25,2020-10-04,Vacation,Internet advertisement,5,8,Passives,Gym,Facility,Poor,1
1273,Guest 01273,Male,1960-03-19,2020-02-26,Other,Word of mouth,1,7,Passives,Staff attitude,Staff,Good,3
1274,Guest 01274,Male,1975-06-28,2021-10-29,Business,Organization,5,9,Promoters,Check-in Process,Staff,Very good,4
1275,Guest 01275,Female,2006-09-29,2022-03-20,Function,News paper,3,3,Detractors,Room service,Room,Very good,4
1276,Guest 01276,Female,1951-02-15,2021-01-24,Vacation,Organization,4,7,Passives,Room cleanliness,Room,Good,3
1277,Guest 01277,Male,1977-02-22,2021-03-01,Vacation,Search engine,4,7,Passives,Food quality,Restaurant,Very good,4
1278,Guest 01278,Female,1962-04-22,2022-10-12,Other,Search engine,5,5,Detractors,Variety of food,Restaurant,Average,2
1279,Guest 01279,Male,1974-01-24,2020-05-10,Business,Organization,4,8,Passives,Broadband & TV,Facility,Poor,1
1280,Guest 01280,Male,2000-07-30,2021-08-07,Function,Television advertisement,3,4,Detractors,Gym,Facility,Good,3
1281,Guest 01281,Male,1985-02-05,2020-09-24,Business,Organization,4,9,Promoters,Staff attitude,Staff,Very good,4
1282,Guest 01282,Male,1988-09-21,2020-02-17,Vacation,hotel booking sites,5,10,Promoters,Check-in Process,Staff,Good,3
1283,Guest 01283,Male,1985-08-26,2022-10-24,Business,Organization,5,9,Promoters,Room service,Room,Excellent,5
1284,Guest 01284,Female,1992-10-01,2020-10-16,Vacation,hotel booking sites,1,3,Detractors,Room cleanliness,Room,Poor,1
1285,Guest 01285,Male,1969-11-10,2022-04-06,Other,Word of mouth,4,9,Promoters,Food quality,Restaurant,Average,2
1286,Guest 01286,Female,1978-10-30,2022-10-21,Vacation,Word of mouth,3,4,Detractors,Variety of food,Restaurant,Average,2
1287,Guest 01287,Male,1985-10-27,2022-11-09,Business,Organization,5,7,Passives,Broadband & TV,Facility,Very good,4
1288,Guest 01288,Male,1955-06-19,2020-08-22,Other,Internet advertisement,4,7,Passives,Gym,Facility,Excellent,5
1289,Guest 01289,Male,1981-10-11,2020-07-04,Function,Organization,4,8,Passives,Staff attitude,Staff,Good,3
1290,Guest 01290,Female,1972-02-13,2022-06-29,Vacation,Word of mouth,5,4,Detractors,Check-in Process,Staff,Excellent,5
1291,Guest 01291,Male,1990-09-25,2021-12-13,Function,Word of mouth,5,7,Passives,Room service,Room,Good,3
1292,Guest 01292,Male,1980-11-21,2022-06-09,Business,Organization,3,9,Promoters,Room cleanliness,Room,Poor,1
1293,Guest 01293,Male,1985-09-30,2021-05-06,Vacation,Internet advertisement,3,9,Promoters,Food quality,Restaurant,Excellent,5
1294,Guest 01294,Female,2005-01-14,2020-01-14,Vacation,hotel booking sites,1,9,Promoters,Variety of food,Restaurant,Average,2
1295,Guest 01295,Male,1987-11-12,2021-04-22,Business,Word of mouth,3,10,Promoters,Broadband & TV,Facility,Good,3
1296,Guest 01296,Male,1978-07-13,2021-12-12,Vacation,Search engine,4,9,Promoters,Gym,Facility,Poor,1
1297,Guest 01297,Male,1989-10-11,2021-04-01,Business,Organization,4,8,Passives,Staff attitude,Staff,Poor,1
1298,Guest 01298,Male,1980-12-15,2021-03-09,Business,Organization,5,6,Detractors,Check-in Process,Staff,Good,3
1299,Guest 01299,Female,1972-01-17,2021-05-30,Vacation,Search engine,5,6,Detractors,Room service,Room,Excellent,5
1300,Guest 01300,Male,1965-05-31,2022-07-14,Vacation,Search engine,3,4,Detractors,Room cleanliness,Room,Good,3
1301,Guest 01301,Female,1972-11-10,2020-02-08,Business,Organization,4,9,Promoters,Food quality,Restaurant,Good,3
1302,Guest 01302,Female,1995-01-12,2022-05-23,Vacation,Organization,1,8,Passives,Variety of food,Restaurant,Good,3
1303,Guest 01303,Male,1986-09-21,2022-11-11,Vacation,hotel booking sites,5,8,Passives,Broadband & TV,Facility,Average,2
1304,Guest 01304,Male,1990-09-09,2021-04-17,Business,Organization,4,10,Promoters,Gym,Facility,Very good,4
1305,Guest 01305,Female,1980-05-14,2022-09-16,Vacation,hotel booking sites,5,9,Promoters,Staff attitude,Staff,Average,2
1306,Guest 01306,Female,1996-09-23,2022-05-11,Other,hotel booking sites,3,9,Promoters,Check-in Process,Staff,Average,2
1307,Guest 01307,Female,1957-04-21,2022-01-20,Function,Organization,5,9,Promoters,Room service,Room,Good,3
1308,Guest 01308,Female,1963-09-28,2020-05-07,Vacation,hotel booking sites,4,8,Passives,Room cleanliness,Room,Very good,4
1309,Guest 01309,Male,1975-12-06,2022-05-18,Vacation,hotel booking sites,3,9,Promoters,Food quality,Restaurant,Excellent,5
1310,Guest 01310,Male,1994-02-25,2021-05-24,Vacation,Search engine,2,3,Detractors,Variety of food,Restaurant,Poor,1
1311,Guest 01311,Male,1992-05-10,2020-06-16,Vacation,hotel booking sites,5,9,Promoters,Broadband & TV,Facility,Average,2
1312,Guest 01312,Female,1993-03-16,2021-09-12,Vacation,Search engine,5,7,Passives,Gym,Facility,Average,2
1313,Guest 01313,Male,2005-06-08,2022-11-28,Business,Organization,4,9,Promoters,Staff attitude,Staff,Very good,4
1314,Guest 01314,Male,1968-03-28,2020-10-23,Vacation,Internet advertisement,1,10,Promoters,Check-in Process,Staff,Excellent,5
1315,Guest 01315,Male,2006-05-15,2022-06-14,Vacation,hotel booking sites,4,8,Passives,Room service,Room,Good,3
1316,Guest 01316,Female,1953-11-17,2021-01-15,Vacation,hotel booking sites,3,9,Promoters,Room cleanliness,Room,Average,2
1317,Guest 01317,Male,1991-11-09,2022-10-13,Vacation,Search engine,5,8,Passives,Food quality,Restaurant,Excellent,5
1318,Guest 01318,Male,2000-09-02,2022-10-10,Vacation,Word of mouth,1,9,Promoters,Variety of food,Restaurant,Average,2
1319,Guest 01319,Male,1962-07-05,2020-12-26,Vacation,Television advertisement,4,8,Passives,Broadband & TV,Facility,Poor,1
1320,Guest 01320,Male,1958-05-05,2020-07-09,Other,hotel booking sites,4,9,Promoters,Gym,Facility,Good,3
1321,Guest 01321,Male,2001-11-08,2021-11-28,Vacation,hotel booking sites,5,9,Promoters,Staff attitude,Staff,Excellent,5
1322,Guest 01322,Male,1951-06-21,2022-12-27,Business,Organization,5,7,Passives,Check-in Process,Staff,Excellent,5
1323,Guest 01323,Male,1966-02-08,2020-07-20,Business,Organization,1,6,Detractors,Room service,Room,Good,3
1324,Guest 01324,Male,1956-11-09,2020-10-20,Vacation,hotel booking sites,4,9,Promoters,Room cleanliness,Room,Very good,4
1325,Guest 01325,Female,1953-08-04,2022-12-15,Function,Word of mouth,3,9,Promoters,Food quality,Restaurant,Average,2
1326,Guest 01326,Female,1993-04-28,2021-06-20,Vacation,hotel booking sites,2,6,Detractors,Variety of food,Restaurant,Average,2
1327,Guest 01327,Female,1991-01-03,2020-11-12,Vacation,Word of mouth,3,10,Promoters,Broadband & TV,Facility,Excellent,5
1328,Guest 01328,Female,1969-07-27,2020-04-30,Business,Search engine,2,10,Promoters,Gym,Facility,Excellent,5
1329,Guest 01329,Female,1987-12-13,2022-05-04,Business,Organization,4,9,Promoters,Staff attitude,Staff,Very good,4
1330,Guest 01330,Female,1972-11-10,2020-06-29,Vacation,hotel booking sites,1,9,Promoters,Check-in Process,Staff,Very good,4
1331,Guest 01331,Female,1976-08-01,2022-04-08,Vacation,Word of mouth,3,4,Detractors,Room service,Room,Excellent,5
1332,Guest 01332,Male,1957-11-24,2021-07-02,Vacation,Search engine,4,7,Passives,Room cleanliness,Room,Good,3
1333,Guest 01333,Female,1985-03-21,2020-10-02,Vacation,Word of mouth,2,7,Passives,Food quality,Restaurant,Poor,1
1334,Guest 01334,Male,1974-05-18,2022-07-17,Business,Organization,5,9,Promoters,Variety of food,Restaurant,Poor,1
1335,Guest 01335,Male,2004-06-23,2022-11-10,Vacation,hotel booking sites,4,3,Detractors,Broadband & TV,Facility,Poor,1
1336,Guest 01336,Female,1995-09-20,2022-12-15,Other,Organization,3,5,Detractors,Gym,Facility,Excellent,5
1337,Guest 01337,Female,1971-12-08,2022-10-10,Business,Organization,5,6,Detractors,Staff attitude,Staff,Good,3
1338,Guest 01338,Female,1995-01-15,2022-06-13,Vacation,Word of mouth,5,10,Promoters,Check-in Process,Staff,Excellent,5
1339,Guest 01339,Male,1987-01-03,2021-04-04,Business,Organization,4,10,Promoters,Room service,Room,Very good,4
1340,Guest 01340,Female,1965-08-26,2021-06-04,Vacation,News paper,3,7,Passives,Room cleanliness,Room,Very good,4
1341,Guest 01341,Male,1952-06-09,2021-03-28,Vacation,Search engine,2,9,Promoters,Food quality,Restaurant,Average,2
1342,Guest 01342,Female,1998-06-30,2021-08-21,Vacation,Television advertisement,5,7,Passives,Variety of food,Restaurant,Average,2
1343,Guest 01343,Male,1986-03-17,2022-10-05,Business,Organization,3,6,Detractors,Broadband & TV,Facility,Average,2
1344,Guest 01344,Female,1963-01-20,2020-07-24,Function,Search engine,5,7,Passives,Gym,Facility,Average,2
1345,Guest 01345,Male,1968-10-11,2020-07-27,Vacation,News paper,5,9,Promoters,Staff attitude,Staff,Very good,4
1346,Guest 01346,Female,1987-07-09,2022-09-25,Business,Organization,2,6,Detractors,Check-in Process,Staff,Very good,4
1347,Guest 01347,Female,1995-12-20,2022-11-07,Business,Word of mouth,5,9,Promoters,Room service,Room,Good,3
1348,Guest 01348,Female,1989-09-12,2022-11-07,Business,Organization,5,8,Passives,Room cleanliness,Room,Average,2
1349,Guest 01349,Female,1989-10-10,2021-09-03,Business,Organization,5,8,Passives,Food quality,Restaurant,Excellent,5
1350,Guest 01350,Female,1959-02-24,2022-11-07,Business,Organization,2,3,Detractors,Variety of food,Restaurant,Poor,1
1351,Guest 01351,Male,1951-03-20,2022-11-11,Vacation,hotel booking sites,3,9,Promoters,Broadband & TV,Facility,Poor,1
1352,Guest 01352,Male,1985-06-17,2020-02-19,Business,Organization,4,7,Passives,Gym,Facility,Good,3
1353,Guest 01353,Male,1991-04-07,2021-03-27,Vacation,Internet advertisement,4,9,Promoters,Staff attitude,Staff,Very good,4
1354,Guest 01354,Female,1977-06-02,2021-02-23,Business,Organization,5,4,Detractors,Check-in Process,Staff,Very good,4
1355,Guest 01355,Female,1976-05-19,2020-02-19,Business,Organization,5,3,Detractors,Room service,Room,Poor,1
1356,Guest 01356,Female,1961-11-26,2021-06-07,Other,Internet advertisement,5,3,Detractors,Room cleanliness,Room,Good,3
1357,Guest 01357,Male,1971-04-18,2022-01-08,Vacation,Word of mouth,5,9,Promoters,Food quality,Restaurant,Poor,1
1358,Guest 01358,Female,2002-02-21,2020-06-06,Business,Organization,3,6,Detractors,Variety of food,Restaurant,Poor,1
1359,Guest 01359,Female,1974-08-19,2020-01-08,Vacation,hotel booking sites,4,9,Promoters,Broadband & TV,Facility,Very good,4
1360,Guest 01360,Male,1977-08-12,2020-04-26,Other,Word of mouth,4,7,Passives,Gym,Facility,Very good,4
1361,Guest 01361,Male,1993-07-27,2020-12-14,Business,Organization,5,9,Promoters,Staff attitude,Staff,Very good,4
1362,Guest 01362,Male,1956-09-09,2020-01-25,Vacation,Search engine,3,9,Promoters,Check-in Process,Staff,Very good,4
1363,Guest 01363,Female,1979-03-04,2020-06-25,Function,Word of mouth,2,9,Promoters,Room service,Room,Average,2
1364,Guest 01364,Male,2006-07-12,2020-08-05,Business,hotel booking sites,1,7,Passives,Room cleanliness,Room,Excellent,5
1365,Guest 01365,Male,1978-04-26,2020-03-22,Business,Organization,5,8,Passives,Food quality,Restaurant,Very good,4
1366,Guest 01366,Male,1980-11-02,2020-05-28,Business,Organization,2,9,Promoters,Variety of food,Restaurant,Average,2
1367,Guest 01367,Male,1971-08-05,2022-08-28,Vacation,Television advertisement,3,9,Promoters,Broadband & TV,Facility,Excellent,5
1368,Guest 01368,Male,1982-08-15,2022-07-21,Business,Organization,1,6,Detractors,Gym,Facility,Good,3
1369,Guest 01369,Female,1999-07-15,2022-06-13,Business,Organization,5,8,Passives,Staff attitude,Staff,Average,2
1370,Guest 01370,Female,1981-08-21,2021-03-19,Vacation,hotel booking sites,3,9,Promoters,Check-in Process,Staff,Average,2
1371,Guest 01371,Male,1995-12-03,2020-08-11,Vacation,Internet advertisement,5,9,Promoters,Room service,Room,Good,3
1372,Guest 01372,Female,1993-08-22,2020-05-19,Function,Search engine,5,4,Detractors,Room cleanliness,Room,Excellent,5
1373,Guest 01373,Female,1962-12-12,2020-03-03,Business,Organization,3,10,Promoters,Food quality,Restaurant,Average,2
1374,Guest 01374,Male,1963-07-08,2022-07-14,Function,Television advertisement,2,10,Promoters,Variety of food,Restaurant,Average,2
1375,Guest 01375,Female,2001-08-31,2021-05-17,Vacation,Word of mouth,4,7,Passives,Broadband & TV,Facility,Very good,4
1376,Guest 01376,Female,1961-03-17,2022-12-18,Business,Word of mouth,4,10,Promoters,Gym,Facility,Good,3
1377,Guest 01377,Male,1962-02-14,2022-09-14,Vacation,hotel booking sites,4,7,Passives,Staff attitude,Staff,Good,3
1378,Guest 01378,Female,1997-09-01,2022-02-18,Vacation,hotel booking sites,5,7,Passives,Check-in Process,Staff,Excellent,5
1379,Guest 01379,Female,1999-11-28,2020-03-03,Vacation,Internet advertisement,1,9,Promoters,Room service,Room,Excellent,5
1380,Guest 01380,Male,1965-04-12,2021-07-20,Vacation,Search engine,4,5,Detractors,Room cleanliness,Room,Good,3
1381,Guest 01381,Female,1969-03-25,2021-08-08,Business,Organization,5,8,Passives,Food quality,Restaurant,Average,2
1382,Guest 01382,Male,1985-06-05,2020-11-07,Function,Search engine,5,4,Detractors,Variety of food,Restaurant,Poor,1
1383,Guest 01383,Female,1979-12-11,2020-02-02,Business,Organization,4,10,Promoters,Broadband & TV,Facility,Average,2
1384,Guest 01384,Male,1951-10-02,2020-05-10,Vacation,hotel booking sites,4,5,Detractors,Gym,Facility,Very good,4
1385,Guest 01385,Male,1983-03-03,2021-03-19,Vacation,Internet advertisement,4,3,Detractors,Staff attitude,Staff,Very good,4
1386,Guest 01386,Male,1973-03-11,2020-05-27,Vacation,Word of mouth,2,7,Passives,Check-in Process,Staff,Excellent,5
1387,Guest 01387,Male,1998-12-29,2020-02-18,Business,Organization,3,8,Passives,Room service,Room,Average,2
1388,Guest 01388,Male,1991-07-14,2022-10-10,Business,Organization,4,6,Detractors,Room cleanliness,Room,Poor,1
1389,Guest 01389,Female,1963-10-09,2020-08-13,Business,Organization,3,9,Promoters,Food quality,Restaurant,Poor,1
1390,Guest 01390,Female,1972-03-03,2020-07-22,Vacation,Organization,5,9,Promoters,Variety of food,Restaurant,Average,2
1391,Guest 01391,Male,1968-05-02,2022-01-01,Function,Word of mouth,3,9,Promoters,Broadband & TV,Facility,Good,3
